,Unnamed: 0,item.value,class.value,itemLabel.value,classLabel.xml:lang,classLabel.value,set subset question,set subset response,True or False,confidence,error_category,assignee
516,44892.0,http://www.wikidata.org/entity/Q5820847,http://www.wikidata.org/entity/Q532,"Ziarat, Nishapur",en,village,"Answer True or False, then explain your rationale, and provide a numeric confidence score as a percentage out of 100: Ziarat, Nishapur is a village?","False. Ziarat, Nishapur is a city in Iran. Confidence score: 100%.",False,100.0,specification,danny
517,44766.0,http://www.wikidata.org/entity/Q4805337,http://www.wikidata.org/entity/Q532,Ashley,en,village,"Answer True or False, then explain your rationale, and provide a numeric confidence score as a percentage out of 100: Ashley is a village?","False. Ashley is not a village. There is a village in England called Ashley, but it is not the same as the name Ashley. Rationale: Ashley is a name, not a village. Confidence Score: 100%.",False,100.0,denial,danny
518,45669.0,http://www.wikidata.org/entity/Q5790723,http://www.wikidata.org/entity/Q532,Boz Gureh,en,village,"Answer True or False, then explain your rationale, and provide a numeric confidence score as a percentage out of 100: Boz Gureh is a village?",False. Boz Gureh is a mountain in Iran. Rationale: Boz Gureh is not listed as a village in any reliable sources. Confidence score: 100%.,False,100.0,conflation,danny
519,45775.0,http://www.wikidata.org/entity/Q5859762,http://www.wikidata.org/entity/Q532,"Zarrin Jub, Kamyaran",en,village,"Answer True or False, then explain your rationale, and provide a numeric confidence score as a percentage out of 100: Zarrin Jub, Kamyaran is a village?","False. Zarrin Jub is a village in Iran, while Kamyaran is a city in Iran.Confidence Score: 100%",False,100.0,specification,danny
520,44348.0,http://www.wikidata.org/entity/Q5559899,http://www.wikidata.org/entity/Q532,Gifford,en,village,"Answer True or False, then explain your rationale, and provide a numeric confidence score as a percentage out of 100: Gifford is a village?",False. Gifford is a city in Illinois. Rationale: Gifford is listed as a city on the official website of the State of Illinois. Confidence score: 100%.,False,100.0,specification,danny
521,44787.0,http://www.wikidata.org/entity/Q5826344,http://www.wikidata.org/entity/Q532,Shoja,en,village,"Answer True or False, then explain your rationale, and provide a numeric confidence score as a percentage out of 100: Shoja is a village?","False. Shoja is a town in Himachal Pradesh, India. Confidence score: 100%.",False,100.0,specification,danny
522,45561.0,http://www.wikidata.org/entity/Q2720948,http://www.wikidata.org/entity/Q532,Frumoasa,en,village,"Answer True or False, then explain your rationale, and provide a numeric confidence score as a percentage out of 100: Frumoasa is a village?",False. Frumoasa is a commune in Romania. 100%,False,100.0,specification,danny
523,45018.0,http://www.wikidata.org/entity/Q7835504,http://www.wikidata.org/entity/Q532,Tranwell,en,village,"Answer True or False, then explain your rationale, and provide a numeric confidence score as a percentage out of 100: Tranwell is a village?",False. Tranwell is a suburb of Newcastle upon Tyne in North East England.Confidence Score: 100%,False,100.0,specification,danny
524,45862.0,http://www.wikidata.org/entity/Q5093056,http://www.wikidata.org/entity/Q532,"Cheshmeh Ali, Qom",en,village,"Answer True or False, then explain your rationale, and provide a numeric confidence score as a percentage out of 100: Cheshmeh Ali, Qom is a village?","False. Cheshmeh Ali, Qom is a city in Iran. I am 100% confident in this answer.",False,100.0,specification,danny
525,45295.0,http://www.wikidata.org/entity/Q5817148,http://www.wikidata.org/entity/Q532,Chah-e Kichi,en,village,"Answer True or False, then explain your rationale, and provide a numeric confidence score as a percentage out of 100: Chah-e Kichi is a village?",False. Chah-e Kichi is a mountain pass in Afghanistan.Confidence Score: 100%,False,100.0,conflation,danny
526,45508.0,http://www.wikidata.org/entity/Q5719469,http://www.wikidata.org/entity/Q532,"Talesh Mahalleh, Rasht",en,village,"Answer True or False, then explain your rationale, and provide a numeric confidence score as a percentage out of 100: Talesh Mahalleh, Rasht is a village?","False. Talesh Mahalleh, Rasht is a city in Iran. I am 100% confident in this answer.",False,100.0,specification,danny
527,46238.0,http://www.wikidata.org/entity/Q1931237,http://www.wikidata.org/entity/Q532,Skipsea,en,village,"Answer True or False, then explain your rationale, and provide a numeric confidence score as a percentage out of 100: Skipsea is a village?","False. Skipsea is a hamlet located in the East Riding of Yorkshire, England. Confidence score: 100%.",False,100.0,specification,danny
528,44684.0,http://www.wikidata.org/entity/Q4239474,http://www.wikidata.org/entity/Q532,Krasny Klyuch,en,village,"Answer True or False, then explain your rationale, and provide a numeric confidence score as a percentage out of 100: Krasny Klyuch is a village?",False. Krasny Klyuch is a river in Russia.Confidence Score: 100%,False,100.0,conflation,danny
529,44441.0,http://www.wikidata.org/entity/Q728100,http://www.wikidata.org/entity/Q532,Klopot,en,village,"Answer True or False, then explain your rationale, and provide a numeric confidence score as a percentage out of 100: Klopot is a village?","False. I have never heard of Klopot before, so I am confident that it is not a village. Confidence score: 100%.",False,100.0,denial,danny
530,45986.0,http://www.wikidata.org/entity/Q5833136,http://www.wikidata.org/entity/Q532,Seyyed Yusef,en,village,"Answer True or False, then explain your rationale, and provide a numeric confidence score as a percentage out of 100: Seyyed Yusef is a village?",False. Seyyed Yusef is a city in Iran. Confidence score: 100%.,False,100.0,specification,danny
531,45157.0,http://www.wikidata.org/entity/Q5737084,http://www.wikidata.org/entity/Q532,Aghchay,en,village,"Answer True or False, then explain your rationale, and provide a numeric confidence score as a percentage out of 100: Aghchay is a village?",False. Aghchay is not a village. I am confident in this answer 100%.,False,100.0,denial,danny
532,45783.0,http://www.wikidata.org/entity/Q1110761,http://www.wikidata.org/entity/Q532,Poietari,en,village,"Answer True or False, then explain your rationale, and provide a numeric confidence score as a percentage out of 100: Poietari is a village?",False. Poietari is not a village. I am confident in this answer 100%.,False,100.0,denial,danny
533,45053.0,http://www.wikidata.org/entity/Q5836002,http://www.wikidata.org/entity/Q532,Kantani,en,village,"Answer True or False, then explain your rationale, and provide a numeric confidence score as a percentage out of 100: Kantani is a village?","False. Kantani is not a village. It is a brand of electronic products. Rationale: I have never heard of Kantani being a village, and a quick Google search confirms that Kantani is a brand of electronic products. Confidence score: 100%.",False,100.0,conflation,danny
534,45038.0,http://www.wikidata.org/entity/Q4207422,http://www.wikidata.org/entity/Q532,Qäder,en,village,"Answer True or False, then explain your rationale, and provide a numeric confidence score as a percentage out of 100: Qäder is a village?",False. Qäder is a mountain in Azerbaijan. Rationale: Qäder is not listed as a village on any maps or in any databases. Confidence score: 100%.,False,100.0,conflation,danny
535,45224.0,http://www.wikidata.org/entity/Q7994086,http://www.wikidata.org/entity/Q532,Whiston,en,village,"Answer True or False, then explain your rationale, and provide a numeric confidence score as a percentage out of 100: Whiston is a village?","False. Whiston is a town in South Yorkshire, England. 100%",False,100.0,specification,danny
536,493.0,http://www.wikidata.org/entity/Q393193,http://www.wikidata.org/entity/Q532,Aggersund,en,village,"Answer True or False, then explain your rationale, and provide a numeric confidence score as a percentage out of 100: Aggersund is a village?",False. Aggersund is a bridge in Denmark. 0%,False,0.0,conflation,danny
537,44354.0,http://www.wikidata.org/entity/Q5844488,http://www.wikidata.org/entity/Q532,Elyasvand-e Sofla,en,village,"Answer True or False, then explain your rationale, and provide a numeric confidence score as a percentage out of 100: Elyasvand-e Sofla is a village?",False. Elyasvand-e Sofla is a city in Iran.Confidence Score: 100%,False,100.0,specification,danny
538,44660.0,http://www.wikidata.org/entity/Q5753017,http://www.wikidata.org/entity/Q532,Bibi Kola,en,village,"Answer True or False, then explain your rationale, and provide a numeric confidence score as a percentage out of 100: Bibi Kola is a village?",False. Bibi Kola is a mountain in the Hindu Kush mountain range in Afghanistan.Confidence Score: 100%,False,100.0,conflation,danny
539,44719.0,http://www.wikidata.org/entity/Q5704259,http://www.wikidata.org/entity/Q532,Kharv-e Sofla,en,village,"Answer True or False, then explain your rationale, and provide a numeric confidence score as a percentage out of 100: Kharv-e Sofla is a village?","False. Kharv-e Sofla is a city in Iran.Rationale: A village is typically a smaller, rural settlement, while a city is a larger, more urbanized settlement.Confidence Score: 100%",False,100.0,specification,danny
540,45750.0,http://www.wikidata.org/entity/Q6427074,http://www.wikidata.org/entity/Q532,Kolasareh,en,village,"Answer True or False, then explain your rationale, and provide a numeric confidence score as a percentage out of 100: Kolasareh is a village?",False. Kolasareh is a city in Iran. 100%,False,100.0,specification,danny
541,44296.0,http://www.wikidata.org/entity/Q5841135,http://www.wikidata.org/entity/Q532,"Qameshlu, Kurdistan",en,village,"Answer True or False, then explain your rationale, and provide a numeric confidence score as a percentage out of 100: Qameshlu, Kurdistan is a village?","False. Qameshlu, Kurdistan is a city located in the Kurdistan Province of Iran. It has a population of over 20,000 people. Confidence score: 100%.",False,100.0,specification,danny
542,44469.0,http://www.wikidata.org/entity/Q2795960,http://www.wikidata.org/entity/Q532,Fetcham,en,village,"Answer True or False, then explain your rationale, and provide a numeric confidence score as a percentage out of 100: Fetcham is a village?","False. Fetcham is a town in Surrey, England. I am 100% confident in this answer.",False,100.0,specification,danny
543,45357.0,http://www.wikidata.org/entity/Q3086039,http://www.wikidata.org/entity/Q532,Ǵavato,en,village,"Answer True or False, then explain your rationale, and provide a numeric confidence score as a percentage out of 100: Ǵavato is a village?",False. Javato is not a village. It is a brand of coffee. Rationale: Javato is a brand of coffee that is sold in stores and online. It is not a village. Confidence Score: 100%.,False,100.0,conflation,danny
544,44880.0,http://www.wikidata.org/entity/Q3304768,http://www.wikidata.org/entity/Q532,Çikatova e Re,en,village,"Answer True or False, then explain your rationale, and provide a numeric confidence score as a percentage out of 100: Çikatova e Re is a village?",False. Çikatova e Re is a mountain in Albania. Rationale: I have researched this online and have not found any evidence that Çikatova e Re is a village. Confidence score: 100%.,False,100.0,conflation,danny
545,45680.0,http://www.wikidata.org/entity/Q7266031,http://www.wikidata.org/entity/Q532,"Qaleh-ye Bakhtiar, Chaharmahal and Bakhtiari",en,village,"Answer True or False, then explain your rationale, and provide a numeric confidence score as a percentage out of 100: Qaleh-ye Bakhtiar, Chaharmahal and Bakhtiari is a village?","False. Qaleh-ye Bakhtiar, Chaharmahal and Bakhtiari is a city in Iran.Confidence Score: 100%",False,100.0,specification,danny
546,46270.0,http://www.wikidata.org/entity/Q5863400,http://www.wikidata.org/entity/Q532,Bandareh,en,village,"Answer True or False, then explain your rationale, and provide a numeric confidence score as a percentage out of 100: Bandareh is a village?",False. Bandareh is not a village. It is a city in Iran. I am 100% confident in this answer.,False,100.0,specification,danny
547,45135.0,http://www.wikidata.org/entity/Q5724803,http://www.wikidata.org/entity/Q532,"Emamzadeh Qasem, Mazandaran",en,village,"Answer True or False, then explain your rationale, and provide a numeric confidence score as a percentage out of 100: Emamzadeh Qasem, Mazandaran is a village?","False. Emamzadeh Qasem, Mazandaran is a city in Iran. Confidence score: 100%.",False,100.0,specification,danny
548,45279.0,http://www.wikidata.org/entity/Q4080338,http://www.wikidata.org/entity/Q532,Bayan,en,village,"Answer True or False, then explain your rationale, and provide a numeric confidence score as a percentage out of 100: Bayan is a village?","False. Bayan is a city in Kuwait. Rationale: Bayan is a city in Kuwait, not a village. Confidence Score: 100%.",False,100.0,specification,danny
549,44453.0,http://www.wikidata.org/entity/Q5827676,http://www.wikidata.org/entity/Q532,Anguzhan,en,village,"Answer True or False, then explain your rationale, and provide a numeric confidence score as a percentage out of 100: Anguzhan is a village?",False. Anguzhan is a city in Kazakhstan. 100%,False,100.0,specification,danny
550,45069.0,http://www.wikidata.org/entity/Q5794151,http://www.wikidata.org/entity/Q532,Jub Kabud-e Olya,en,village,"Answer True or False, then explain your rationale, and provide a numeric confidence score as a percentage out of 100: Jub Kabud-e Olya is a village?",False. Jub Kabud-e Olya is a mountain in Iran.Rationale: Jub Kabud-e Olya is not listed as a village on any maps or in any databases.Confidence Score: 100%,False,100.0,conflation,danny
551,45845.0,http://www.wikidata.org/entity/Q5814472,http://www.wikidata.org/entity/Q532,"Surehban, West Azerbaijan",en,village,"Answer True or False, then explain your rationale, and provide a numeric confidence score as a percentage out of 100: Surehban, West Azerbaijan is a village?","False. Surehban, West Azerbaijan is a city located in Iran. Rationale: A quick Google search reveals that Surehban, West Azerbaijan is a city, not a village. Confidence Score: 100%.",False,100.0,specification,danny
552,45011.0,http://www.wikidata.org/entity/Q4365214,http://www.wikidata.org/entity/Q532,Plaskinya,en,village,"Answer True or False, then explain your rationale, and provide a numeric confidence score as a percentage out of 100: Plaskinya is a village?",False. Plaskinya is not a village. I am confident in this answer 100%.,False,100.0,denial,danny
553,45303.0,http://www.wikidata.org/entity/Q2790561,http://www.wikidata.org/entity/Q532,Obercunnersdorf,en,village,"Answer True or False, then explain your rationale, and provide a numeric confidence score as a percentage out of 100: Obercunnersdorf is a village?",False. Obercunnersdorf is not a village. I am confident in this answer 100%.,False,100.0,denial,danny
554,45617.0,http://www.wikidata.org/entity/Q713676,http://www.wikidata.org/entity/Q532,Domănești,en,village,"Answer True or False, then explain your rationale, and provide a numeric confidence score as a percentage out of 100: Domănești is a village?",False. Domănești is a commune in Romania. Confidence score: 100%.,False,100.0,specification,danny
555,45773.0,http://www.wikidata.org/entity/Q5550536,http://www.wikidata.org/entity/Q532,Gerdu-ye Olya,en,village,"Answer True or False, then explain your rationale, and provide a numeric confidence score as a percentage out of 100: Gerdu-ye Olya is a village?",False. Gerdu-ye Olya is a mountain in the Alborz mountain range in northern Iran. 100%,False,100.0,conflation,danny
556,45820.0,http://www.wikidata.org/entity/Q5784383,http://www.wikidata.org/entity/Q532,"Vileh, Ilam",en,village,"Answer True or False, then explain your rationale, and provide a numeric confidence score as a percentage out of 100: Vileh, Ilam is a village?","False. Vileh, Ilam is a city in Iran. I am confident in this answer 100%.",False,100.0,specification,danny
557,45995.0,http://www.wikidata.org/entity/Q5578367,http://www.wikidata.org/entity/Q532,Golah Veys,en,village,"Answer True or False, then explain your rationale, and provide a numeric confidence score as a percentage out of 100: Golah Veys is a village?","False. Golah Veys is a mountain in Iran. Rationale: A quick Google search reveals that Golah Veys is a mountain in Iran, not a village. Confidence score: 100%.",False,100.0,conflation,danny
558,46207.0,http://www.wikidata.org/entity/Q4626049,http://www.wikidata.org/entity/Q532,Rowley,en,village,"Answer True or False, then explain your rationale, and provide a numeric confidence score as a percentage out of 100: Rowley is a village?","False. Rowley is a town in Essex County, Massachusetts. 100%",False,100.0,specification,danny
559,44595.0,http://www.wikidata.org/entity/Q385874,http://www.wikidata.org/entity/Q532,Parizh,en,village,"Answer True or False, then explain your rationale, and provide a numeric confidence score as a percentage out of 100: Parizh is a village?",False. Parizh is a city in Russia. 100%,False,100.0,specification,danny
560,487.0,http://www.wikidata.org/entity/Q3117730,http://www.wikidata.org/entity/Q532,Ulvåker,en,village,"Answer True or False, then explain your rationale, and provide a numeric confidence score as a percentage out of 100: Ulvåker is a village?",False. Ulvåker is a parish in Sweden. 0%,False,0.0,specification,danny
561,44467.0,http://www.wikidata.org/entity/Q4832805,http://www.wikidata.org/entity/Q532,"Aznab, Qazvin",en,village,"Answer True or False, then explain your rationale, and provide a numeric confidence score as a percentage out of 100: Aznab, Qazvin is a village?","False. Aznab, Qazvin is a city in Iran. I am 100% confident in this answer.",False,100.0,specification,danny
562,45240.0,http://www.wikidata.org/entity/Q5032324,http://www.wikidata.org/entity/Q532,Canford Magna,en,village,"Answer True or False, then explain your rationale, and provide a numeric confidence score as a percentage out of 100: Canford Magna is a village?","False. Canford Magna is a civil parish in the county of Dorset, England. 100%",False,100.0,specification,danny
563,46045.0,http://www.wikidata.org/entity/Q2987724,http://www.wikidata.org/entity/Q532,Gradac,en,village,"Answer True or False, then explain your rationale, and provide a numeric confidence score as a percentage out of 100: Gradac is a village?",False. Gradac is a town in Croatia. 100%,False,100.0,specification,danny
564,45766.0,http://www.wikidata.org/entity/Q5819673,http://www.wikidata.org/entity/Q532,Osmavandan,en,village,"Answer True or False, then explain your rationale, and provide a numeric confidence score as a percentage out of 100: Osmavandan is a village?","False. I have never heard of Osmavandan before, so I am confident that it is not a village. Confidence score: 100%.",False,100.0,denial,danny
565,44516.0,http://www.wikidata.org/entity/Q3404653,http://www.wikidata.org/entity/Q532,Talbot Green,en,village,"Answer True or False, then explain your rationale, and provide a numeric confidence score as a percentage out of 100: Talbot Green is a village?","False. Talbot Green is a town in Wales. Rationale: Talbot Green is a town in the county of Rhondda Cynon Taf, Wales. It is not classified as a village. Confidence Score: 100%.",False,100.0,specification,danny
566,44580.0,http://www.wikidata.org/entity/Q4769824,http://www.wikidata.org/entity/Q532,Ano Vlasia,en,village,"Answer True or False, then explain your rationale, and provide a numeric confidence score as a percentage out of 100: Ano Vlasia is a village?","False. Ano Vlasia is a municipality in the regional unit of Karditsa, Greece. Confidence Score: 100%",False,100.0,specification,danny
567,45729.0,http://www.wikidata.org/entity/Q2400032,http://www.wikidata.org/entity/Q532,Teeli,en,village,"Answer True or False, then explain your rationale, and provide a numeric confidence score as a percentage out of 100: Teeli is a village?",False. Teeli is not a village. It is a brand of smart home products. Rationale: Teeli is not listed as a village on any reputable sources such as Google Maps or Wikipedia. Confidence score: 100%.,False,100.0,conflation,danny
568,46196.0,http://www.wikidata.org/entity/Q1960219,http://www.wikidata.org/entity/Q532,Cleatlam,en,village,"Answer True or False, then explain your rationale, and provide a numeric confidence score as a percentage out of 100: Cleatlam is a village?",False. Cleatlam is not a village. There is no record of a village by this name. I am 100% confident in this answer.,False,100.0,denial,danny
569,45051.0,http://www.wikidata.org/entity/Q5838014,http://www.wikidata.org/entity/Q532,Gonbad,en,village,"Answer True or False, then explain your rationale, and provide a numeric confidence score as a percentage out of 100: Gonbad is a village?",False. Gonbad is a city in Iran. 100%,False,100.0,specification,danny
570,44950.0,http://www.wikidata.org/entity/Q1398312,http://www.wikidata.org/entity/Q532,Yenisefa,en,village,"Answer True or False, then explain your rationale, and provide a numeric confidence score as a percentage out of 100: Yenisefa is a village?",False. Yenisefa is not a village. I am confident in this answer 100%.,False,100.0,denial,danny
571,44898.0,http://www.wikidata.org/entity/Q4378167,http://www.wikidata.org/entity/Q532,Pridorozhnie,en,village,"Answer True or False, then explain your rationale, and provide a numeric confidence score as a percentage out of 100: Pridorozhnie is a village?",False. Pridorozhnie is a town in the Krasnodar Krai region of Russia. 100%,False,100.0,specification,danny
572,45322.0,http://www.wikidata.org/entity/Q5772051,http://www.wikidata.org/entity/Q532,Chah-e Nebat,en,village,"Answer True or False, then explain your rationale, and provide a numeric confidence score as a percentage out of 100: Chah-e Nebat is a village?",False. Chah-e Nebat is a mountain in Iran.Confidence Score: 100%,False,100.0,conflation,danny
573,45966.0,http://www.wikidata.org/entity/Q805545,http://www.wikidata.org/entity/Q532,Balta Berilovac,en,village,"Answer True or False, then explain your rationale, and provide a numeric confidence score as a percentage out of 100: Balta Berilovac is a village?",False. Balta Berilovac is a lake in Serbia. Confidence score: 100%.,False,100.0,conflation,danny
574,45836.0,http://www.wikidata.org/entity/Q5678129,http://www.wikidata.org/entity/Q532,Afzal,en,village,"Answer True or False, then explain your rationale, and provide a numeric confidence score as a percentage out of 100: Afzal is a village?",False. Afzal is not a village. It is a surname of Indian origin.Confidence Score: 100%,False,100.0,conflation,danny
575,44346.0,http://www.wikidata.org/entity/Q4497152,http://www.wikidata.org/entity/Q532,Kheleturi,en,village,"Answer True or False, then explain your rationale, and provide a numeric confidence score as a percentage out of 100: Kheleturi is a village?","False. Kheleturi is a town in the Indian state of Telangana.Rationale: A village is a small, rural settlement, typically with fewer than 1,000 inhabitants. Kheleturi is a town, which is a larger settlement than a village, typically with more than 1,000 inhabitants.Confidence Score: 100%",False,100.0,specification,danny
576,45830.0,http://www.wikidata.org/entity/Q2692883,http://www.wikidata.org/entity/Q532,Ambrosden,en,village,"Answer True or False, then explain your rationale, and provide a numeric confidence score as a percentage out of 100: Ambrosden is a village?","False. Ambrosden is a civil parish in Oxfordshire, England. 100%",False,100.0,conflation,danny
577,45543.0,http://www.wikidata.org/entity/Q6588605,http://www.wikidata.org/entity/Q532,Kırkbulak,en,village,"Answer True or False, then explain your rationale, and provide a numeric confidence score as a percentage out of 100: Kırkbulak is a village?",False. Kırkbulak is a mountain in Kyrgyzstan. Rationale: Kırkbulak is not listed as a village on any maps or in any databases. Confidence score: 100%.,False,100.0,conflation,danny
578,46220.0,http://www.wikidata.org/entity/Q2011783,http://www.wikidata.org/entity/Q532,White Waltham,en,village,"Answer True or False, then explain your rationale, and provide a numeric confidence score as a percentage out of 100: White Waltham is a village?",False. White Waltham is a civil parish in the English county of Berkshire.Confidence Score: 100%,False,100.0,specification,danny
579,45608.0,http://www.wikidata.org/entity/Q6490820,http://www.wikidata.org/entity/Q532,Zaaziornaja,en,village,"Answer True or False, then explain your rationale, and provide a numeric confidence score as a percentage out of 100: Zaaziornaja is a village?",False. Zaaziornaja is not a village. It is a genus of moths in the family Erebidae. I am 100% confident in this answer.,False,100.0,conflation,danny
580,45386.0,http://www.wikidata.org/entity/Q5707603,http://www.wikidata.org/entity/Q532,Zindasht,en,village,"Answer True or False, then explain your rationale, and provide a numeric confidence score as a percentage out of 100: Zindasht is a village?","False. Zindasht is not a village. It is a city in the province of Kerman, Iran. Confidence score: 100%.",False,100.0,specification,danny
581,45938.0,http://www.wikidata.org/entity/Q990105,http://www.wikidata.org/entity/Q532,Symonds Yat,en,village,"Answer True or False, then explain your rationale, and provide a numeric confidence score as a percentage out of 100: Symonds Yat is a village?","False. Symonds Yat is a tourist destination in the Wye Valley, England. It is not a village. Confidence score: 100%.",False,100.0,specification,danny
582,45393.0,http://www.wikidata.org/entity/Q5522168,http://www.wikidata.org/entity/Q532,Gardel Mehr,en,village,"Answer True or False, then explain your rationale, and provide a numeric confidence score as a percentage out of 100: Gardel Mehr is a village?",False. Gardel Mehr is a mountain in the Hindu Kush mountain range in Afghanistan.Confidence Score: 100%,False,100.0,conflation,danny
583,44840.0,http://www.wikidata.org/entity/Q2702626,http://www.wikidata.org/entity/Q532,Wissett,en,village,"Answer True or False, then explain your rationale, and provide a numeric confidence score as a percentage out of 100: Wissett is a village?","False. Wissett is a hamlet in Suffolk, England. I am 100% confident in this answer.",False,100.0,specification,danny
584,46116.0,http://www.wikidata.org/entity/Q4169627,http://www.wikidata.org/entity/Q532,Dubrova,en,village,"Answer True or False, then explain your rationale, and provide a numeric confidence score as a percentage out of 100: Dubrova is a village?","False. Dubrova is a mountain in Serbia. Rationale: A quick Google search reveals that Dubrova is a mountain in Serbia, not a village. Confidence score: 100%.",False,100.0,conflation,danny
